instance_id,repo,language_group,base_commit,query_chars,target_blocks,candidate_span_coverage,bm25/span_recall@1,bm25/span_recall@5,bm25/span_recall@10,bm25/file_recall@5,bm25/span_mrr,Qwen/Qwen3-Reranker-0.6B/span_recall@1,Qwen/Qwen3-Reranker-0.6B/span_recall@5,Qwen/Qwen3-Reranker-0.6B/span_recall@10,Qwen/Qwen3-Reranker-0.6B/file_recall@5,Qwen/Qwen3-Reranker-0.6B/span_mrr,Qwen/Qwen3-Reranker-0.6B/rerank_mean_ms,Qwen/Qwen3-Reranker-0.6B/failed_observations,Qwen/Qwen3-Reranker-4B/span_recall@1,Qwen/Qwen3-Reranker-4B/span_recall@5,Qwen/Qwen3-Reranker-4B/span_recall@10,Qwen/Qwen3-Reranker-4B/file_recall@5,Qwen/Qwen3-Reranker-4B/span_mrr,Qwen/Qwen3-Reranker-4B/rerank_mean_ms,Qwen/Qwen3-Reranker-4B/failed_observations,Qwen/Qwen3-Reranker-8B/span_recall@1,Qwen/Qwen3-Reranker-8B/span_recall@5,Qwen/Qwen3-Reranker-8B/span_recall@10,Qwen/Qwen3-Reranker-8B/file_recall@5,Qwen/Qwen3-Reranker-8B/span_mrr,Qwen/Qwen3-Reranker-8B/rerank_mean_ms,Qwen/Qwen3-Reranker-8B/failed_observations,typesafe/jev-1.13/span_recall@1,typesafe/jev-1.13/span_recall@5,typesafe/jev-1.13/span_recall@10,typesafe/jev-1.13/file_recall@5,typesafe/jev-1.13/span_mrr,typesafe/jev-1.13/rerank_mean_ms,typesafe/jev-1.13/failed_observations
preactjs__preact-2927,preactjs/preact,TypeScript/JavaScript,ee76c1eb169897412501d86fbe40122b34cd2e8d,491,1,1.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,1.0,1.0,0.14285714285714285,606.9597834721208,0,1.0,1.0,1.0,1.0,1.0,1813.0344324745238,0,1.0,1.0,1.0,1.0,1.0,2582.600377500057,0,1.0,1.0,1.0,1.0,1.0,1575.2207259647548,0
preactjs__preact-3567,preactjs/preact,TypeScript/JavaScript,c77e6284c199761d59467d8cc596a2f03540e72c,1343,5,0.2,0.0,0.0,0.2,0.0,0.125,0.0,0.0,0.0,0.5,0.06666666666666667,744.3680679425597,0,0.0,0.0,0.2,0.5,0.1111111111111111,2203.0318030156195,0,0.0,0.0,0.0,0.5,0.041666666666666664,3115.0008481927216,0,0.0,0.0,0.0,0.5,0.039230769230769236,1375.0771069899201,0
prometheus__prometheus-10633,prometheus/prometheus,Go,64fc3e58fec13af55968db89a484b9e0c5425bd6,2414,1,1.0,0.0,0.0,1.0,0.5,0.16666666666666666,1.0,1.0,1.0,0.5,1.0,1161.1790470778942,0,1.0,1.0,1.0,0.5,1.0,3475.970869883895,0,1.0,1.0,1.0,0.5,1.0,4868.437053635716,0,1.0,1.0,1.0,0.5,1.0,1503.8756341673434,0
prometheus__prometheus-11859,prometheus/prometheus,Go,5ec1b4baaf01dae0b22567db53886c83b74e0e76,14854,1,1.0,0.0,1.0,1.0,1.0,0.2,0.0,1.0,1.0,1.0,0.5,13918.719649780542,0,1.0,1.0,1.0,1.0,1.0,39206.47468790412,0,1.0,1.0,1.0,1.0,1.0,47181.85243709013,0,1.0,1.0,1.0,1.0,1.0,1919.1699265502393,0
prometheus__prometheus-14861,prometheus/prometheus,Go,9f57f14d6c5e3c10ed212010cb34522458f43d64,1331,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,854.9878573976457,0,0.0,0.0,0.0,1.0,0.0,2665.0479226373136,0,0.0,0.0,0.0,1.0,0.0,3757.16520100832,0,0.0,0.0,0.0,1.0,0.0,1463.7795113958418,0
prometheus__prometheus-15142,prometheus/prometheus,Go,16bba78f1549cfd7909b61ebd7c55c822c86630b,1424,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,917.2147777862847,0,0.0,0.0,0.0,1.0,0.0,2725.4562424495816,0,0.0,0.0,0.0,1.0,0.0,3847.2389834932983,0,0.0,0.0,0.0,1.0,0.0,1837.9594115540385,2
pydata__xarray-2905,pydata/xarray,Python,7c4e2ac83f7b4306296ff9b7b51aaf016e5ad614,2135,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1312.8684242255986,0,0.0,0.0,0.0,1.0,0.0,4001.0098344646394,0,0.0,0.0,0.0,1.0,0.0,5534.259049221873,0,0.0,0.0,0.0,1.0,0.0,1435.4482674971223,0
pydata__xarray-3151,pydata/xarray,Python,118f4d996e7711c9aced916e6049af9f28d5ec66,2326,1,1.0,0.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1134.9706472828984,0,1.0,1.0,1.0,1.0,1.0,3492.039956152439,0,1.0,1.0,1.0,1.0,1.0,4819.277096539736,0,1.0,1.0,1.0,1.0,1.0,1484.978685155511,0
pydata__xarray-3305,pydata/xarray,Python,69c7e01e5167a3137c285cb50d1978252bb8bcbf,2188,2,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,1064.506589435041,0,0.0,0.0,0.0,0.5,0.0,3226.2440407648683,0,0.0,0.0,0.0,0.5,0.0,4551.483742427081,0,0.0,0.0,0.0,0.5,0.0,1414.1989476047456,0
pydata__xarray-6992,pydata/xarray,Python,45c0a114e2b7b27b83c9618bc05b36afac82183c,1562,3,0.6666666666666666,0.0,0.0,0.3333333333333333,0.5,0.125,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,1.0,910.1281524635851,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,1.0,2693.6543439514935,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,1.0,3792.0242068357766,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,1.0,1436.701393686235,0
redis__redis-10068,redis/redis,C++/C,e88f6acb94c77c9a5b81f0b2a8bd132b2a5c3d3c,2020,3,0.3333333333333333,0.0,0.0,0.0,1.0,0.047619047619047616,0.0,0.3333333333333333,0.3333333333333333,1.0,0.25,1182.716482784599,0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.5,3626.3172598555684,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,5016.847594175488,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,1986.6978633217514,0
redis__redis-10095,redis/redis,C++/C,1e25bdf7808bb400f2dc552ec0d6690d1b340d23,889,1,1.0,0.0,0.0,0.0,1.0,0.025,1.0,1.0,1.0,1.0,1.0,714.7372527979314,0,1.0,1.0,1.0,1.0,1.0,2212.9668667912483,0,1.0,1.0,1.0,1.0,1.0,3133.684721775353,0,1.0,1.0,1.0,1.0,1.0,1532.9768019728363,0
redis__redis-11631,redis/redis,C++/C,df327b8bd56023931cd41e233f8703de7bbaa82c,2846,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1160.7707049697638,0,0.0,0.0,0.0,0.0,0.0,3567.05094082281,0,0.0,0.0,0.0,1.0,0.0,4924.043607432395,0,0.0,0.0,0.0,1.0,0.0,1878.6175809800625,0
redis__redis-11734,redis/redis,C++/C,45d3310694406fb0f338f7c639cda9754edb88f8,639,2,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,707.5052969157696,0,0.5,1.0,1.0,1.0,1.0,2147.915305569768,0,0.5,1.0,1.0,1.0,1.0,3061.697189696133,0,0.5,1.0,1.0,1.0,1.0,1471.295956056565,0
redis__redis-13338,redis/redis,C++/C,94b9072e44af0bae8cfe2de5cfa4af7b8e399759,5334,3,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.08333333333333333,2793.6211032792926,0,0.0,0.3333333333333333,0.6666666666666666,1.0,0.2,8468.075572978705,0,0.0,0.0,0.6666666666666666,1.0,0.125,11268.160982523113,0,0.0,0.6666666666666666,0.6666666666666666,1.0,0.5,1818.3134328573942,0
scikit-learn__scikit-learn-10297,scikit-learn/scikit-learn,Python,b90661d6a46aa3619d3eec94d5281f5888add501,1519,1,1.0,0.0,1.0,1.0,1.0,0.2,0.0,1.0,1.0,1.0,0.5,771.3950569741428,0,1.0,1.0,1.0,1.0,1.0,2404.968397691846,0,1.0,1.0,1.0,1.0,1.0,3408.8046583347023,0,1.0,1.0,1.0,1.0,1.0,1482.0736567489803,0
scikit-learn__scikit-learn-10844,scikit-learn/scikit-learn,Python,97523985b39ecde369d83352d7c3baf403b60a22,2399,1,1.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1006.135422270745,0,1.0,1.0,1.0,1.0,1.0,2982.229960616678,0,1.0,1.0,1.0,1.0,1.0,4195.99465560168,0,1.0,1.0,1.0,1.0,1.0,1420.5825752578676,0
scikit-learn__scikit-learn-10908,scikit-learn/scikit-learn,Python,67d06b18c68ee4452768f8a1e868565dd4354abf,2035,1,1.0,0.0,0.0,1.0,1.0,0.16666666666666666,0.0,1.0,1.0,1.0,0.3333333333333333,918.5044439509511,0,1.0,1.0,1.0,1.0,1.0,2768.486046232283,0,1.0,1.0,1.0,1.0,1.0,3881.085153669119,0,1.0,1.0,1.0,1.0,1.0,1827.7710829861462,0
scikit-learn__scikit-learn-13142,scikit-learn/scikit-learn,Python,1c8668b0a021832386470ddf740d834e02c66f69,2314,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1445.6451474688947,0,0.0,0.0,0.0,0.0,0.0,4463.820495642722,0,0.0,0.0,0.0,0.0,0.0,6104.957930743694,0,0.0,0.0,0.0,0.0,0.0,1812.1810923330486,0
sharkdp__bat-2201,sharkdp/bat,Rust,02a9d191ed06e6e37d4e352f12e25e65e8037dd0,3064,1,1.0,0.0,1.0,1.0,0.5,0.5,0.0,1.0,1.0,0.5,0.5,1049.9122724868357,0,0.0,1.0,1.0,0.5,0.5,3275.080150924623,0,0.0,1.0,1.0,0.5,0.5,4535.338180139661,0,0.0,1.0,1.0,0.5,0.5,1346.5823251754045,0
sharkdp__bat-2260,sharkdp/bat,Rust,c14ce4f7caa36fe524975c51f7aae3d5a852d1f9,3118,1,1.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.09090909090909091,1075.5895976908505,0,0.0,0.0,1.0,0.5,0.16666666666666666,3330.48303052783,0,0.0,0.0,0.0,0.0,0.06666666666666667,4635.332450736314,0,0.0,0.0,1.0,0.5,0.1,1496.1142567917705,0
sharkdp__bat-2650,sharkdp/bat,Rust,e2bf85e749d87459e3fced697af5cd9cc96eeb8c,5297,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1626.7965668812394,0,0.0,0.0,0.0,0.5,0.0,4887.697372119874,0,0.0,0.0,0.0,0.5,0.0,6686.922814231366,0,0.0,0.0,0.0,0.5,0.0,1363.8343084603548,0
sharkdp__bat-3108,sharkdp/bat,Rust,2be3a14a7e2c74360765a5fa213750f727f2c5bb,1157,2,1.0,0.5,1.0,1.0,0.6666666666666666,1.0,0.5,1.0,1.0,0.6666666666666666,1.0,706.717552151531,0,0.5,0.5,0.5,0.3333333333333333,1.0,2133.1550236791372,0,0.5,0.5,1.0,0.6666666666666666,1.0,3055.8409611694515,0,0.5,1.0,1.0,0.6666666666666666,1.0,1489.7512388415635,0
sympy__sympy-11618,sympy/sympy,Python,360290c4c401e386db60723ddb0109ed499c9f6e,252,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,577.3165882565081,0,1.0,1.0,1.0,1.0,1.0,1811.336226761341,0,1.0,1.0,1.0,1.0,1.0,2571.0230045951903,0,1.0,1.0,1.0,1.0,1.0,1490.8592402935028,0
sympy__sympy-12096,sympy/sympy,Python,d7c3045115693e887bcd03599b7ca4650ac5f2cb,598,1,1.0,0.0,0.0,0.0,0.0,0.037037037037037035,1.0,1.0,1.0,1.0,1.0,780.1496591418982,0,1.0,1.0,1.0,1.0,1.0,2309.5936914905906,0,1.0,1.0,1.0,1.0,1.0,3243.6312288045883,0,1.0,1.0,1.0,1.0,1.0,1528.1726703979075,0
sympy__sympy-12419,sympy/sympy,Python,479939f8c65c8c2908bbedc959549a257a7c0b0b,1141,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,892.5324454903603,0,0.0,0.0,0.0,0.0,0.0,2662.8453200682998,0,0.0,0.0,0.0,0.0,0.0,3772.6559322327375,0,0.0,0.0,0.0,0.0,0.0,1688.4274249896407,0
sympy__sympy-13031,sympy/sympy,Python,2dfa7457f20ee187fbb09b5b6a1631da4458388c,717,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,631.4105922356248,0,0.0,0.0,0.0,0.0,0.0,1944.4870399311185,0,0.0,0.0,0.0,0.0,0.0,2780.5511695332825,0,0.0,0.0,0.0,0.0,0.0,1774.7776033356786,0
tokio-rs__tokio-4898,tokio-rs/tokio,Rust,9d9488db67136651f85d839efcb5f61aba8531c9,1239,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,655.2891959436238,0,1.0,1.0,1.0,1.0,1.0,1927.6074524968863,0,1.0,1.0,1.0,1.0,1.0,2753.623280208558,0,1.0,1.0,1.0,1.0,1.0,1550.2324514091015,0
tokio-rs__tokio-6551,tokio-rs/tokio,Rust,0a85a9662d30139c779ea49a59be30db0f292b5d,1011,2,1.0,0.0,1.0,1.0,1.0,0.3333333333333333,0.0,1.0,1.0,1.0,0.5,566.7707175016403,0,0.0,1.0,1.0,1.0,0.5,1693.1953001767397,0,0.0,1.0,1.0,1.0,0.5,2423.4038409776986,0,0.5,1.0,1.0,1.0,1.0,1520.6847423687577,0
tokio-rs__tokio-6603,tokio-rs/tokio,Rust,873cb8ae2fc291eaffbd71e3c83d17b2f0ed7abf,1664,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,766.6265643201768,0,0.0,0.0,0.0,1.0,0.0,2345.4697523266077,0,0.0,0.0,0.0,1.0,0.0,3307.272453792393,0,0.0,0.0,0.0,1.0,0.0,1541.3833078928292,0
tokio-rs__tokio-6752,tokio-rs/tokio,Rust,ab53bf0c4727ae63c6a3a3d772b7bd837d2f49c3,1714,1,1.0,0.0,0.0,1.0,1.0,0.125,0.0,1.0,1.0,1.0,0.5,666.8247911147773,0,0.0,1.0,1.0,1.0,0.5,2085.9150025062263,0,0.0,1.0,1.0,1.0,0.5,2965.564345009625,0,1.0,1.0,1.0,1.0,1.0,1378.4522945061326,0
uutils__coreutils-6575,uutils/coreutils,Rust,bc0b4880e000b881a1cabc733b2d261f3526d15e,486,5,1.0,0.0,0.0,0.6,1.0,0.16666666666666666,0.0,0.4,0.8,1.0,0.5,627.9852404259145,0,0.0,0.8,0.8,1.0,0.5,1805.6995328515768,0,0.2,0.8,0.8,1.0,1.0,2599.5824690908194,0,0.0,0.6,0.8,1.0,0.5,1347.6575799286366,0
uutils__coreutils-6682,uutils/coreutils,Rust,b89a6255a9cb5ee09867707f395d02929273dc45,1296,2,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,758.9263296686113,0,0.5,1.0,1.0,1.0,1.0,2364.436522126198,0,0.5,1.0,1.0,1.0,1.0,3319.146042689681,0,0.0,1.0,1.0,1.0,0.5,1522.5149071775377,0
uutils__coreutils-6690,uutils/coreutils,Rust,af86aee6b86a99736ca304ff656d0e4c6d547333,391,1,1.0,0.0,0.0,0.0,1.0,0.024390243902439025,1.0,1.0,1.0,1.0,1.0,568.237722851336,0,1.0,1.0,1.0,1.0,1.0,1725.8265209384263,0,1.0,1.0,1.0,1.0,1.0,2455.702221021056,0,1.0,1.0,1.0,1.0,1.0,1420.1373220421374,2
uutils__coreutils-6731,uutils/coreutils,Rust,a4088475832957e070b8f904cd3a33a818d07d72,573,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,550.7835177704692,0,1.0,1.0,1.0,1.0,1.0,1757.8461188822985,0,1.0,1.0,1.0,1.0,1.0,2474.3564617820084,0,1.0,1.0,1.0,1.0,1.0,1186.4454434253275,2
valkey-io__valkey-1842,valkey-io/valkey,C++/C,4de8cf3567b4dfd3a541219462b22d46c730c4b4,934,1,1.0,0.0,0.0,1.0,1.0,0.125,0.0,1.0,1.0,1.0,0.5,779.216559138149,0,0.0,1.0,1.0,1.0,0.5,2366.5954652242362,0,1.0,1.0,1.0,1.0,1.0,3351.318639703095,0,1.0,1.0,1.0,1.0,1.0,1444.106119684875,0
valkey-io__valkey-790,valkey-io/valkey,C++/C,35a188833335332980a16239ac2efebf241c8a6a,3550,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2109.1168355196714,0,0.0,0.0,0.0,1.0,0.0,6393.48541945219,0,0.0,0.0,0.0,1.0,0.0,8633.965496905148,0,0.0,0.0,0.0,1.0,0.0,1716.316204983741,0
valkey-io__valkey-928,valkey-io/valkey,C++/C,5d97f5133c271313cd5a172617e8af1fe845e0e2,7824,1,1.0,0.0,0.0,0.0,1.0,0.027777777777777776,1.0,1.0,1.0,1.0,1.0,2325.194662436843,0,0.0,1.0,1.0,1.0,0.5,6899.368669372052,0,0.0,1.0,1.0,1.0,0.25,9264.923686161637,0,1.0,1.0,1.0,1.0,1.0,1470.746195409447,0
vuejs__core-11589,vuejs/core,TypeScript/JavaScript,3653bc0f45d6fedf84e29b64ca52584359c383c0,2623,3,0.3333333333333333,0.0,0.0,0.0,0.0,0.034482758620689655,0.0,0.3333333333333333,0.3333333333333333,0.5,0.5,1337.9942821338773,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,4148.4417682513595,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,5695.290303789079,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,1588.242270052433,0
vuejs__core-11870,vuejs/core,TypeScript/JavaScript,67d6596d40b1807b9cd8eb0d9282932ea77be3c0,1724,1,1.0,0.0,0.0,0.0,0.0,0.05,1.0,1.0,1.0,1.0,1.0,1149.8245503753424,0,1.0,1.0,1.0,1.0,1.0,3596.1944377049804,0,1.0,1.0,1.0,1.0,1.0,4980.428825132549,0,1.0,1.0,1.0,1.0,1.0,1506.4354976639152,0
vuejs__core-11915,vuejs/core,TypeScript/JavaScript,d0b513eb463f580e29378e43d112ff6859aa366e,694,1,1.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.0,1.0,1.0,1.0,0.25,660.8067597262561,0,1.0,1.0,1.0,1.0,1.0,1993.6825083568692,0,1.0,1.0,1.0,1.0,1.0,2832.955082412809,0,1.0,1.0,1.0,1.0,1.0,1308.1145319156349,0
